state_newspaper,newspaper,newspaper_id,year,state_election,prop_type,prop_num,prop_desc,endorsed,notes_endorse,extraction_confidence,source_folder
CA,LOS ANGELES TIMES,103000,1970,CA,Proposition,5,"REGENTS, UNIVERSITY OF CALIFORNIA: PUBLIC MEETINGS",1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1970,CA,Proposition,6,STATE AND COUNTY BOARDS OF EDUC: TEXTBOOKS,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1970,CA,Proposition,6,TEACHERS' RETIREMENT FUND: INVESTMENTS,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1970,CA,Proposition,7,INTEREST RATE ON STATE BONDS,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1970,CA,Proposition,7,STATE COLLEGES: SPEAKER MEMBER OF GOVERNING BODY,0,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1970,CA,Proposition,8,SUPERINTENDENT OF PUBLIC INSTRUCTION,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1970,CA,Proposition,8,TAXATION FOR SCHOOLS AND SOCIAL WELFARE,0,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1970,CA,Proposition,9,COUNTY SUPERINTENDENTS OF SCHOOLS,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1972,CA,Proposition,1,COMMUNITY COLLEGE BOND $160M,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1972,CA,Proposition,1,VETS BOND $250M,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1972,CA,Proposition,10,BLIND VETERANS TAX EXEMPTION,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1972,CA,Proposition,10,PARTIAL CONSTITUTIONAL REVISION,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1972,CA,Proposition,11,RIGHT OF PRIVACY,0,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1972,CA,Proposition,12,DISABLED VETERANS TAX EXEMPTION,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1972,CA,Proposition,13,WORKMEN'S COMPENSATION,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1972,CA,Proposition,14,PROPERTY TAX LIMITATIONS,0,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1972,CA,Proposition,15,STATE EMPLOYEE SALARIES,0,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1972,CA,Proposition,16,"SALARIES, CALIFORNIA HIGHWAY PATROL",0,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1972,CA,Proposition,17,DEATH PENALTY,0,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1972,CA,Proposition,18,OBSCENITY LEGISLATION,0,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1972,CA,Proposition,19,MARIJUANA - REMOVAL OF PENALTY FOR PERSONAL USE,0,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1972,CA,Proposition,2,HEALTH FACILITIES BOND $155.9M,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1972,CA,Proposition,2,STATE SCHOOL BOND $350M,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1972,CA,Proposition,20,COASTAL ZONE CONSERVATION ACT,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1972,CA,Proposition,21,ASSIGNMENT OF STUDENTS TO SCHOOLS (ANTI-BUSING),0,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1972,CA,Proposition,22,AGRICULTURAL LABOR RELATIONS,0,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1972,CA,Proposition,3,ENVIRONMENTAL POLLUTION BOND AUTHORIZATION,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1972,CA,Proposition,3,RIGHT TO ASSISTANCE OF COUNSEL,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1972,CA,Proposition,4,LEG REORGANIZATION,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1972,CA,Proposition,4,OPEN PRESIDENTIAL PRIMARY,0,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1972,CA,Proposition,5,"APPOINTMENT OF REGENTS, UNIVERSITY OF CALIFORNIA",1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1972,CA,Proposition,5,SCHOOL DISTRICTS,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1972,CA,Proposition,6,MISC CONSTITUTIONAL REVISIONS,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1972,CA,Proposition,6,NATURALIZED CITIZEN VOTING ELIGIBILITY,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1972,CA,Proposition,7,ELECTIONS AND PRESIDENTIAL PRIMARY,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1972,CA,Proposition,7,VALUATION OF SINGLE-FAMILY DWELLINGS FOR TAX PURPOSES,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1972,CA,Proposition,8,CHIROPRACTORS,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1972,CA,Proposition,8,TAX EXEMPTION FOR ANTI-POLLUTION FACILITIES,0,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1972,CA,Proposition,9,BOND VOTE FOR STRUCTURALLY UNSAFE SCHOOL BUILDINGS,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1972,CA,Proposition,9,CLEAN ENVIRONMENT ACT,0,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1973,CA,Proposition,1,TAX AND EXPENDITURE LIMITATIONS,,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1974,CA,Proposition,1,"BEACH, PARK, RECREATION BOND $250M",1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1974,CA,Proposition,1,SCHOOL BOND $150M,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1974,CA,Proposition,10,EX-FELONS RIGHT TO VOTE,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1974,CA,Proposition,11,CONSTITUTION - LANGUAGE CHANGES REGARDING GENDER,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1974,CA,Proposition,12,REGULATION OF PUBLIC UTILITIES,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1974,CA,Proposition,13,SAN DIEGO COUNTY JUDICIAL DISTRICTS,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1974,CA,Proposition,14,STATE COLLEGE SYSTEM,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1974,CA,Proposition,15,LOW RENT PUBLIC HOUSING,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1974,CA,Proposition,16,"STUDENT TUITION, UNIVERSITY OF CALIFORNIA",1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1974,CA,Proposition,17,WILD AND SCENIC RIVERS (NEW MELONES DAM),0,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1974,CA,Proposition,2,CHARTERS FOR COUNTIES AND CITIES,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1974,CA,Proposition,2,CLEAN WATER BOND $250M,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1974,CA,Proposition,3,POSTSECONDARY EDUC COMMISS PERSONNEL - EXEMPTION FROM CIVIL SERVICE,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1974,CA,Proposition,3,VETS BOND $350M,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1974,CA,Proposition,4,REASSESSMENT OF PROPERTY IN EVENT OF DAMAGE OR DESTRUCTION,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1974,CA,Proposition,4,"REGENTS, UNIVERSITY OF CALIFORNIA",1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1974,CA,Proposition,5,HIGHWAYS AND MASS TRANSIT GUIDEWAYS,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1974,CA,Proposition,5,RESIDENCE OF LOCAL GOVT EMPLOYEE,0,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1974,CA,Proposition,6,PROPERTY TAX EXEMPTIONS,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1974,CA,Proposition,6,PUBLIC LEG PROCEEDINGS,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1974,CA,Proposition,7,STATE BILL OF RIGHTS,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1974,CA,Proposition,7,STATE CIVIL SERVICE EXEMPTIONS,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1974,CA,Proposition,8,SACRAMENTO COUNTY-CITIES CONSOLIDATION,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1974,CA,Proposition,8,TAXATION AND STATE FUNDS,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1974,CA,Proposition,9,CAMPAIGN FINANCE & LOBBYING REFORM,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1974,CA,Proposition,9,RECALL OF PUBLIC OFFICERS,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1976,CA,Proposition,1,HOUSING BOND $500M,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1976,CA,Proposition,1,SCHOOL BOND $200M,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1976,CA,Proposition,10,BONDS TO REFUND STATE INDEBTEDNESS,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1976,CA,Proposition,10,PROPERTY TAXATION BY LOCAL GOVTS WHOSE BOUNDARIES INCLUDE AREA IN TWO OR MORE COUNTIES,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1976,CA,Proposition,11,MOTOR VEHICLE TAXES - LOCAL SURPLUS PROPERTY,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1976,CA,Proposition,11,TAX RATES ON UNSECURED (PORTABLE) PROPERTY,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1976,CA,Proposition,12,INTEREST RATE LIMIT,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1976,CA,Proposition,12,LOANS BY STATE FOR ENERGY CONSERVATION IMPROVEMENTS IN RESIDENTIAL STRUCTURES - SOLAR ENERGY,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1976,CA,Proposition,13,ALLOW BETTING ON GREYHOUND RACING,0,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1976,CA,Proposition,13,PROPERTY TAX POSTPONEMENT,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1976,CA,Proposition,14,AGRICULTURAL LABOR RELATIONS,0,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1976,CA,Proposition,14,MISC CONSTITUTIONAL REVISIONS,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1976,CA,Proposition,15,"CHIROPRACTORS, BOARD OF EXAMINERS, LICENSING REQUIREMENTS",1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1976,CA,Proposition,15,LIMITATIONS ON NUCLEAR POWER PLANTS,0,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1976,CA,Proposition,2,PARK & RECREATION BOND $280M,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1976,CA,Proposition,2,VETS BOND $500M,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1976,CA,Proposition,3,DRINKING WATER BOND $175M,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1976,CA,Proposition,3,SOLAR ENERGY BOND $25M,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1976,CA,Proposition,4,COMMUNITY COLLEGE BOND $200M,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1976,CA,Proposition,4,UNIVERSITY OF CALIFORNIA. COMPETITIVE BIDDING. GROUNDS FOR DENIAL OF ADMISSION,0,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1976,CA,Proposition,5,"BANKS, FRANCISERS, CORPORATIONS AND INSURERS - TAXATION",1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1976,CA,Proposition,5,INTEREST RATE LIMIT,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1976,CA,Proposition,6,BILLS AND STATUTES-EFFECTIVE DATE. GOVERNOR'S CONSIDERATION. REFERENDUM.,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1976,CA,Proposition,6,INSURANCE COMPANY HOME OFFICE TAX DEDUCTION,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1976,CA,Proposition,7,"JUDGES. CENSURE, REMOVAL, JUDICIAL PERFORMANCE COMMISSION",1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1976,CA,Proposition,7,TAXATION OF RESTRICTED HISTORIC PROPERTY,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1976,CA,Proposition,8,COUNTY SUPERINTENDENTS OF SCHOOLS AND BOARDS OF EDUC,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1976,CA,Proposition,8,DEPOSIT OF PUBLIC MONEYS IN SAVINGS AND LOAN ASSOCIATIONS,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1976,CA,Proposition,9,ALLOW BINGO,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1976,CA,Proposition,9,STATE CONSTITUTIONAL OFFICES. FILLING VACANCIES IN. CONFIRMATION.,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1978,CA,Proposition,1,SCHOOL BOND $500M,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1978,CA,Proposition,1,VETS BOND $500M,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1978,CA,Proposition,10,TAXATION - REHABILITATED PROPERTY,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1978,CA,Proposition,11,TAXATION - COUNTY OWNED REAL PROPERTY,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1978,CA,Proposition,12,"CONSTITUTIONAL OFFICERS, LEGS AND JUDGES COMPENSATION",1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1978,CA,Proposition,13,PROPERTY TAX LIMITATION (JARVIS-GANN),0,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1978,CA,Proposition,2,PUBLIC UTILITIES COMMISSION,0,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1978,CA,Proposition,2,WATER BOND $375M,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1978,CA,Proposition,3,STATE SURPLUS COASTAL PROPERTY,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1978,CA,Proposition,3,TAXATION EXEMPTION - ALTERNATIVE ENERGY SYSTEMS,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1978,CA,Proposition,4,CHIROPRACTORS. SCHOOL ACCREDITATION AND LICENSE REVOCATION.,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1978,CA,Proposition,4,VOTING ON CITY CHARTER AMENDS,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1978,CA,Proposition,5,POWERS OF ADMINISTRATIVE AGENCIES,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1978,CA,Proposition,5,REGULATION OF SMOKING,0,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1978,CA,Proposition,6,BAN APPOINTMENT OF SHERIFFS,0,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1978,CA,Proposition,6,SCHOOL EMPLOYEES - HOMOSEXUALITY - FIRE HOMOSEXUAL TEACHERS,0,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1978,CA,Proposition,7,LOCAL AGENCIES - INSURANCE POOLING ARRANGEMENTS,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1978,CA,Proposition,7,MURDER - DEATH PENALTY,0,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1978,CA,Proposition,8,OWNER OCCUPIED DWELLINGS - TAX RATE - DUAL RATE SYSTEM,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1978,CA,Proposition,8,POST-DISASTER TAXATION,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1978,CA,Proposition,9,INTEREST RATES ON COURT JUDGEMENTS,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1979,CA,Proposition,1,SCHOOL ASSIGNMENT AND TRANSPORTATION OF PUPILS,0,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1979,CA,Proposition,2,LOAN INTEREST RATES,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1979,CA,Proposition,3,VETERAN'S PROPERTY TAX EXEMPTION,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1979,CA,Proposition,4,LIMITATION OF GOVT APPROPRIATIONS,0,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1980,CA,Proposition,1,"PARK, WILDLIFE & WATER BOND $495M",1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1980,CA,Proposition,1,PARKS ACQUIS. & DEVEL. BOND $285,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1980,CA,Proposition,10,RENT-CONTROL THROUGH LOCAL ORDINANCE - RESTRICT RENT CONTROL,0,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1980,CA,Proposition,10,SMOKING AND NO-SMOKING SECTIONS,0,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1980,CA,Proposition,11,JUDGES' SALARIES,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1980,CA,Proposition,11,TAX: 10% OIL PROFITS SURTAX,0,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1980,CA,Proposition,2,LAKE TAHOE BOND $85M,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1980,CA,Proposition,2,VETS BOND $750M,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1980,CA,Proposition,3,INSURANCE GUARANTEE FUNDS. TAX OFFSET,0,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1980,CA,Proposition,3,STATE CAPITOL ALTERATIONS,0,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1980,CA,Proposition,4,LOW-RENT HOUSING,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1980,CA,Proposition,4,WAIVER OF PROPERTY TAX LIMITS,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1980,CA,Proposition,5,FREEDOM OF PRESS - CONFIDENTIALITY OF NEWS SOURCES,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1980,CA,Proposition,5,"TAXATION. REAL PROPERTY VALUATION. DISASTERS, SEISMIC SAFETY, CHANGE IN OWNERSHIP",0,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1980,CA,Proposition,6,NUMBER OF JURORS IN CIVIL CASES,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1980,CA,Proposition,6,REAPPORTIONMENT GUIDELINES,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1980,CA,Proposition,7,DISASTER ASSISTANCE,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1980,CA,Proposition,7,TAXATION. REAL PROPERTY VALUATION. SOLAR ENERGY SYSTEMS,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1980,CA,Proposition,8,ALTERNATIVE ENERGY SOURCES FACILITY FINANCING,0,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1980,CA,Proposition,8,WATER DEVELOPMENT & ENVIR. PROTECTION,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1980,CA,Proposition,9,SAFE DRINKING WATER BOND $175M,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1980,CA,Proposition,9,"TAX: INCOME, REDUCE BY OVER 50%",0,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1982,CA,Proposition,1,SCHOOL BOND $500M,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1982,CA,Proposition,1,STATE PRISON BOND $495M,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1982,CA,Proposition,10,REAPPORTIONMENT (CONGRESS),0,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1982,CA,Proposition,10,"UNIFYING SUPERIOR, MUNICIP, AND JUSTICE COURTS",0,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1982,CA,Proposition,11,REAPPORTIONMENT (STATE SENATE),1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1982,CA,Proposition,11,RETURNABLE BEVERAGE CONTAINERS,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1982,CA,Proposition,12,NUCLEAR WEAPONS FREEZE,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1982,CA,Proposition,12,REAPPORTIONMENT (STATE ASSEMBLY),1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1982,CA,Proposition,13,WATER CONSERVATION,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1982,CA,Proposition,14,REAPPORTIONMENT BY DISTRICTING COMMISS OR SUPREME COURT,0,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1982,CA,Proposition,15,HANDGUN REGISTRATION & CONTROL,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1982,CA,Proposition,2,COUNTY JAIL BOND $280M,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1982,CA,Proposition,2,PRESIDENT OF STATE SENATE,0,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1982,CA,Proposition,3,"TAXATION - REAL PROPERTY VALUATION, CHANGE IN OWNERSHIP",1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1982,CA,Proposition,3,VETS BOND $450M,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1982,CA,Proposition,4,DENIAL OF BAIL,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1982,CA,Proposition,4,LAKE TAHOE BOND $85M,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1982,CA,Proposition,5,1ST-TIME HOME BUYERS BOND $200M,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1982,CA,Proposition,5,ELIMINATE INHERITANCE TAXATION,0,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1982,CA,Proposition,6,ELIMINATE INHERITANCE TAXATION,0,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1982,CA,Proposition,6,PUBLIC PENSION FUND INVESTMENT,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1982,CA,Proposition,7,INCOME TAX INDEXING,0,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1982,CA,Proposition,7,"TAX: PROPERTY, FIRE-SAFETY SYSTEMS",0,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1982,CA,Proposition,8,CRIMINAL JUSTICE,0,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1982,CA,Proposition,8,TRANSFER OF FUNDS BY LOCAL GOVTS,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1982,CA,Proposition,9,PRIVATE SCHOOL TEXTBOOKS,0,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1982,CA,Proposition,9,WATER FACILITIES INCLUDING A PERIPHERAL CANAL,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1984,CA,Proposition,16,COUNTY JAIL BOND $250M,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1984,CA,Proposition,17,NEW STATE PRISON BOND $300M,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1984,CA,Proposition,18,"PARK, COASTAL, WILDLIFE BOND $370M",1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1984,CA,Proposition,19,FISH & WILDLIFE BOND $485M,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1984,CA,Proposition,20,CAMPAIGN LIBEL LAW,0,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1984,CA,Proposition,21,PUBLIC PENSION FUND INVESTMENTS,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1984,CA,Proposition,22,EXEMPT STATE CIVIL SERVICE POSITION,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1984,CA,Proposition,23,PROPERTY TAXATION. SEISMIC SAFETY CONSTRUCTION EXCLUSION.,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1984,CA,Proposition,24,"LEGISLATURE: RULES, PROCEDURES, POWERS, FUNDING (GANN)",0,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1984,CA,Proposition,25,CLEAN WATER BOND $325M,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1984,CA,Proposition,26,SCHOOL BUILDING BOND $500M,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1984,CA,Proposition,27,HAZARDOUS WASTE CLEANUP BOND $100M,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1984,CA,Proposition,28,SAFE WATER BOND $75M,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1984,CA,Proposition,29,VETS BOND $650M,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1984,CA,Proposition,30,SENIOR CITIZEN CENTER BOND $50M,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1984,CA,Proposition,31,PROPERTY TAXATION. FIRE PROTECTION SYSTEM EXCLUSION OF 1984,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1984,CA,Proposition,32,SUPREME COURT - TRANSFER OF CAUSES AND REVIEW OF DECISIONS OF 1984,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1984,CA,Proposition,33,PROPERTY TAX POSTPONEMENT - DISABLED PERSON,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1984,CA,Proposition,34,PROPERTY TAXATION - HISTORIC STRUCTURE EXEMPTION,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1984,CA,Proposition,36,TAXATION - JARVIS 'SAVE 13',0,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1984,CA,Proposition,37,STATE LOTTERY,0,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1984,CA,Proposition,38,VOTING MATERIALS IN ENGLISH ONLY,0,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1984,CA,Proposition,39,REAPPORTIONMENT.,0,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1984,CA,Proposition,40,CAMPAIGN FINANCE REFORM,0,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1984,CA,Proposition,41,WELFARE & MEDI-CAL REDUCTIONS,0,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1986,CA,Proposition,42,VETS BOND $850M,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1986,CA,Proposition,43,COMMUNITY PARKLANDS BOND $100M,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1986,CA,Proposition,44,WATER CONSERVATION BOND $150M,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1986,CA,Proposition,45,DEPOSIT OF PUBLIC MONEYS IN CREDIT UNION,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1986,CA,Proposition,46,PROPERTY TAXATION,1,,,Los Angeles Times
CA,LOS ANGELES TIMES,103000,1986,CA,Proposition,47,ALLOCATION OF VEHICLE LICENSE FEE TAXES TO COUNTIES AND CITIES,0,,,Los Angeles Times
